Airfoil Re101000 converted from OpenFOAM
Generated by migration script
   1        Number of airfoil tables
   0.0      Table ID
   0.0      Stall angle
   0.0      Unused
   0.0      Unused
   0.0      Unused
   0.0      Zero Cn angle
   0.0      Cn slope
   0.0      Cn pos stall
   0.0      Cn neg stall
   0.0      Min Cd ang
   0.0      Min Cd val
-180.000   0.0000   0.0000   0.0000
-175.000   0.1736   0.0076   0.0000
-170.000   0.3420   0.0301   0.0000
-165.000   0.5000   0.0670   0.0000
-160.000   0.6428   0.1170   0.0000
-155.000   0.7660   0.1786   0.0000
-150.000   0.8660   0.2500   0.0000
-145.000   0.9397   0.3290   0.0000
-140.000   0.9848   0.4132   0.0000
-135.000   1.0000   0.5000   0.0000
-130.000   0.9848   0.5868   0.0000
-125.000   0.9397   0.6710   0.0000
-120.000   0.8660   0.7500   0.0000
-115.000   0.7660   0.8214   0.0000
-110.000   0.6428   0.8830   0.0000
-105.000   0.5000   0.9330   0.0000
-100.000   0.3420   0.9698   0.0000
 -95.000   0.1736   0.9924   0.0000
 -90.000   0.0000   1.0000   0.0000
 -85.000  -0.1736   0.9924   0.0000
 -80.000  -0.3420   0.9698   0.0000
 -75.000  -0.5000   0.9330   0.0000
 -70.000  -0.6428   0.8830   0.0000
 -65.000  -0.7660   0.8214   0.0000
 -60.000  -0.8660   0.7500   0.0000
 -55.000  -0.9397   0.6710   0.0000
 -50.000  -0.9848   0.5868   0.0000
 -45.000  -1.0000   0.5000   0.0000
 -40.000  -0.9848   0.4132   0.0000
 -35.000  -0.9397   0.3290   0.0000
 -30.000  -0.8660   0.2500   0.0000
 -25.000  -0.7660   0.1786   0.0000
 -20.000  -0.6428   0.1170   0.0000
 -15.000  -0.5000   0.0670   0.0000
 -10.000  -0.3563   0.1180   0.0000
  -9.000  -0.3525   0.1077   0.0000
  -8.000  -0.4155   0.1010   0.0000
  -7.000  -0.4955   0.0920   0.0000
  -5.000  -0.2306   0.0369   0.0000
  -4.000  -0.0739   0.0277   0.0000
  -3.000   0.0342   0.0292   0.0000
  -2.000   0.1268   0.0315   0.0000
   0.000   0.4489   0.0265   0.0000
   1.000   0.5634   0.0269   0.0000
   2.000   0.7326   0.0257   0.0000
   3.000   0.8101   0.0287   0.0000
   4.000   0.9558   0.0283   0.0000
   5.000   1.0460   0.0297   0.0000
   6.000   1.1637   0.0290   0.0000
   7.000   1.2996   0.0261   0.0000
   8.000   1.3795   0.0237   0.0000
   9.000   1.3896   0.0265   0.0000
  10.000   1.3620   0.0361   0.0000
  11.000   1.3686   0.0458   0.0000
  12.000   1.4110   0.0578   0.0000
  13.000   1.4041   0.0695   0.0000
  16.000   1.1972   0.1490   0.0000
  17.000   1.0927   0.2175   0.0000
  18.000   1.0940   0.2642   0.0000
  19.000   1.0896   0.2875   0.0000
  20.000   1.0744   0.3090   0.0000
  25.000   0.7660   0.1786   0.0000
  30.000   0.8660   0.2500   0.0000
  35.000   0.9397   0.3290   0.0000
  40.000   0.9848   0.4132   0.0000
  45.000   1.0000   0.5000   0.0000
  50.000   0.9848   0.5868   0.0000
  55.000   0.9397   0.6710   0.0000
  60.000   0.8660   0.7500   0.0000
  65.000   0.7660   0.8214   0.0000
  70.000   0.6428   0.8830   0.0000
  75.000   0.5000   0.9330   0.0000
  80.000   0.3420   0.9698   0.0000
  85.000   0.1736   0.9924   0.0000
  90.000   0.0000   1.0000   0.0000
  95.000  -0.1736   0.9924   0.0000
 100.000  -0.3420   0.9698   0.0000
 105.000  -0.5000   0.9330   0.0000
 110.000  -0.6428   0.8830   0.0000
 115.000  -0.7660   0.8214   0.0000
 120.000  -0.8660   0.7500   0.0000
 125.000  -0.9397   0.6710   0.0000
 130.000  -0.9848   0.5868   0.0000
 135.000  -1.0000   0.5000   0.0000
 140.000  -0.9848   0.4132   0.0000
 145.000  -0.9397   0.3290   0.0000
 150.000  -0.8660   0.2500   0.0000
 155.000  -0.7660   0.1786   0.0000
 160.000  -0.6428   0.1170   0.0000
 165.000  -0.5000   0.0670   0.0000
 170.000  -0.3420   0.0301   0.0000
 175.000  -0.1736   0.0076   0.0000
 180.000   0.0000   0.0000   0.0000
